TIP_In2020,ID Number,Control Number,Project Title,Lead Agency,Project Type,Year,Funding Category,FedAmount,StateAmount,LocalAmount,TotAmount,Funding Source
TRUE,802.2000122,A300146,Alexander Boulevard gap closure for on street bike facilities,City of Albuquerque-DMD,Bike/Ped,2021,STP-U,"300,000.00",0.00,"51,123.59","351,123.59",Federal Hwy
TRUE,865.0999756,A300161,Woodward Road Improvements Project,County of Bernalillo,Hwy & Brg Pres,2020,STP-U,"1,554,712.00",0.00,"264,941.51","1,819,653.51",Federal Hwy
TRUE,865.0999756,A300161,Woodward Road Improvements Project,County of Bernalillo,Hwy & Brg Pres,2021,STP-U,"717,833.00",0.00,"122,327.32","840,160.32",Federal Hwy
TRUE,870.0999756,A300143,North Diversion Channel Undercrossing,City of Albuquerque-DMD,Bike/Ped,2021,STP-U,"595,646.00",0.00,"101,505.20","697,151.20",Federal Hwy
TRUE,870.2000122,A300145,North Diversion Channel Trail Rehabilitation,City of Albuquerque-P&R,Bike/Ped,2023,STP-U,"1,708,800.00",0.00,"291,199.94","1,999,999.94",Federal Hwy
TRUE,870.2000122,A300145,North Diversion Channel Trail Rehabilitation,City of Albuquerque-P&R,Bike/Ped,2025,STP-U,"1,708,800.00",0.00,"291,199.94","1,999,999.94",Federal Hwy
TRUE,872.4000244,A300504,Bridge Blvd and Tower Rd Reconstruction Phase 2,County of Bernalillo,Hwy & Brg Pres,2021,STP-U,"130,796.00",0.00,"22,289.20","153,085.20",Federal Hwy
TRUE,872.4000244,A300504,Bridge Blvd and Tower Rd Reconstruction Phase 2,County of Bernalillo,Hwy & Brg Pres,2022,STP-U,"6,289,204.00",0.00,"1,071,755.53","7,360,959.53",Federal Hwy
TRUE,437,A300160,Sunport Blvd Extension,County of Bernalillo,Capacity Proj,2020,STP-U (Non-Chargeable),"11,263,936.00",0.00,"1,919,509.32","13,183,445.32",Federal Hwy
TRUE,94.40000153,A301544,Santo Domingo Multi-Use Trail Segment 2,Pueblo of Santo Domingo,Bike/Ped,2020,TAP-Flex,"117,233.00",0.00,"19,977.90","137,210.90",Federal Hwy
TRUE,94.40000153,A301544,Santo Domingo Multi-Use Trail Segment 2,Pueblo of Santo Domingo,Bike/Ped,2020,TAP-Flex,"377,766.00",0.00,"64,375.84","442,141.84",Federal Hwy
TRUE,109,A302230,Sun Ranch and Jubilee Multi-Use Trail,Village of Los Lunas,Bike/Ped,2020,TAP-Flex,"187,968.00",0.00,"32,031.99","219,999.99",Federal Hwy
TRUE,825.2999878,A300894,North NM 314 Bike and Pedestrian Improvements Phase II,Village of Los Lunas,Bike/Ped,2020,TAP-Flex,"170,880.00",0.00,"29,119.99","199,999.99",Federal Hwy
TRUE,825.2999878,A300894,North NM 314 Bike and Pedestrian Improvements Phase II,Village of Los Lunas,Bike/Ped,2022,TAP-Flex,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,825.2999878,A300894,North NM 314 Bike and Pedestrian Improvements Phase II,Village of Los Lunas,Bike/Ped,2022,TAP-Flex,"1,743,680.00",0.00,"297,143.91","2,040,823.91",Federal Hwy
TRUE,24.20000076,A301031,Alameda DrainTrail Phase 2,County of Bernalillo,Bike/Ped,2020,TAP-Lg Urb,"331,139.00",0.00,"56,430.04","387,569.04",Federal Hwy
TRUE,24.20000076,A301031,Alameda DrainTrail Phase 2,County of Bernalillo,Bike/Ped,2021,TAP-Lg Urb,"327,446.00",0.00,"55,800.71","383,246.71",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2022,TAP-Lg Urb,"28,055.00",0.00,"4,780.91","32,835.91",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2023,TAP-Lg Urb,"80,135.00",0.00,"13,655.96","93,790.96",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2024,TAP-Lg Urb,"326,983.00",0.00,"55,721.81","382,704.81",Federal Hwy
TRUE,24.39999962,A301033,Alameda DrainTrail Phase 4,County of Bernalillo,Bike/Ped,2025,TAP-Lg Urb,"927,555.00",0.00,"158,066.46","1,085,621.46",Federal Hwy
TRUE,101.6999969,A300717,AMPA wide Bike/Ped Safety Education Program,City of Albuquerque-P&R,Bike/Ped,2020,TAP-Lg Urb,"110,000.00",0.00,"18,745.31","128,745.31",Federal Hwy
TRUE,101.6999969,A300717,AMPA wide Bike/Ped Safety Education Program,City of Albuquerque-P&R,Bike/Ped,2021,TAP-Lg Urb,"110,000.00",0.00,"18,745.31","128,745.31",Federal Hwy
TRUE,101.8000031,A300718,AMPA Wide Youth Bicycle/Pedestrian Safety Education Program,City of Albuquerque-P&R,Bike/Ped,2022,TAP-Lg Urb,"87,320.00",0.00,"14,880.37","102,200.37",Federal Hwy
TRUE,101.8000031,A300718,AMPA Wide Youth Bicycle/Pedestrian Safety Education Program,City of Albuquerque-P&R,Bike/Ped,2023,TAP-Lg Urb,"119,777.00",0.00,"20,411.43","140,188.43",Federal Hwy
TRUE,101.8000031,A300718,AMPA Wide Youth Bicycle/Pedestrian Safety Education Program,City of Albuquerque-P&R,Bike/Ped,2024,TAP-Lg Urb,"54,863.00",0.00,"9,349.31","64,212.31",Federal Hwy
TRUE,101.8000031,A300718,AMPA Wide Youth Bicycle/Pedestrian Safety Education Program,City of Albuquerque-P&R,Bike/Ped,2025,TAP-Lg Urb,"87,320.00",0.00,"14,880.37","102,200.37",Federal Hwy
TRUE,190.1000061,A301861,AMPA Wide Bike Share Program,Rio Metro Transit Dist,Bike/Ped,2020,TAP-Lg Urb,"563,200.00",0.00,"95,976.01","659,176.01",Federal Hwy
TRUE,190.1999969,A301862,AMPA Wide Bike Share Program,Rio Metro Transit Dist,Bike/Ped,2022,TAP-Lg Urb,"750,000.00",0.00,"127,808.96","877,808.96",Federal Hwy
TRUE,190.1999969,A301862,AMPA Wide Bike Share Program,Rio Metro Transit Dist,Bike/Ped,2024,TAP-Lg Urb,"633,029.00",0.00,"107,875.71","740,904.71",Federal Hwy
TRUE,248,A302260,Albuquerque Public Schools Vision Zero for Youth Initiative,Albuq. Public Schools,Safety,2022,TAP-Lg Urb,"149,500.00",0.00,"25,476.59","174,976.59",Federal Hwy
TRUE,248,A302260,Albuquerque Public Schools Vision Zero for Youth Initiative,Albuq. Public Schools,Safety,2023,TAP-Lg Urb,"149,500.00",0.00,"25,476.59","174,976.59",Federal Hwy
TRUE,508.2999878,A301052,Westside Blvd Bike/Ped Path,City of Rio Rancho,Bike/Ped,2021,TAP-Lg Urb,"566,893.00",0.00,"96,605.34","663,498.34",Federal Hwy
TRUE,94.40000153,A301544,Santo Domingo Multi-Use Trail Segment 2,Pueblo of Santo Domingo,Bike/Ped,2020,TAP-Rural,"677,327.00",0.00,"115,424.62","792,751.62",Federal Hwy
TRUE,109,A302230,Sun Ranch and Jubilee Multi-Use Trail,Village of Los Lunas,Bike/Ped,2021,TAP-Sm Urb,"85,440.00",0.00,"14,560.00","100,000.00",Federal Hwy
TRUE,109,A302230,Sun Ranch and Jubilee Multi-Use Trail,Village of Los Lunas,Bike/Ped,2021,TAP-Sm Urb,"589,536.00",0.00,"100,463.98","689,999.98",Federal Hwy
TRUE,147.1000061,A301242,NM 47 Safety Improvements,Pueblo of Isleta,Safety,2020,Tribal Funds,0.00,0.00,"1,950,000.00","1,950,000.00",Local
